gene_ID	protein	rna	protein_degradation	rna_hl	translation
rna24706	1821	9778.5876660679	3.98164	0.0208753072	0.7414737882
rna24709	1822	2410682.07217496	1434.44	0.0092975574	1.0841536137
rna24715	1823	12066.2664843005	20.1082	0.0192462556	3.0379942833
rna24721	1824	183341.082663929	37.6911	0.0404347903	0.3749763305
rna24725	1825	193135.173190405	204661	0.0154688357	1933.9114612323
rna24735	1826	223794.796427568	53.1574	0.0218411508	0.433725064
rna24736	1827	658391.963073799	192.43	0.1500575539	0.533982232
rna24742	1828	256452.234309094	977195	0.2729294061	6965.478249049
rna24746	1829	133966.852310826	34.5484	0.0174885315	0.4716765566
rna24747	1830	3033916.42830381	192.79	0.0081128129	0.1162872176
rna24748	1831	436385.506274892	55.9824	0.0220221965	0.2348927105
rna24749	1832	9006.7044724703	19.3106	0.0146904963	3.9278538902
rna24750	1833	61493.3126693205	34.8729	0.0192601735	1.0394955634
rna24762	1835	19724.7634698105	11.2279	0.0171984806	1.044534528
rna24763	1836	93543.9692758709	14.5759	0.0143431878	0.2860831394
rna24766	1837	2174284.22189326	648899	0.0094354339	548.2390255134
rna24767	1838	346383.664073786	140792	0.0089062317	747.0782338767
rna24781	1839	2857.6325260937	30.5897	0.0516380042	19.6856865907
rna24786	1840	339790.593605985	82.3624	0.0343309229	0.4460006217
rna24787	1841	26052.8259065452	106615	0.0138416235	7533.8550875086
rna24792	1842	354599.802114833	48.28	0.0252585387	0.2507947254
rna24799	1843	27392.8064066011	5.89	0.0277636162	0.396281777
rna24838	1845	57682.0295069225	1.78049	0.0207262786	0.0569502162
rna24855	1848	20205.6124467569	13478	0.03989565	1232.694335083
rna24860	1849	5590.3360842599	40.2995	0.0524803327	13.3290332418
rna24875	1850	34306.480717158	46.5494	0.0271096968	2.5102076401
rna24876	1851	14775.1910612813	31.4218	0.0294636334	3.93644668
rna24878	1852	1735.1831446131	7.24098	0.0242963456	7.7284608265
rna24898	1853	7751.9399203766	8.63952	0.027353741	2.0651644265
rna24902	1854	72442.0240753881	30.7703	0.009722441	0.7875005831
rna24903	1855	2007.300245146	53.1753	0.0106293504	49.1407210947
rna24915	1857	45805.3393784645	90.8365	0.0487261829	3.6826139221
rna24916	1858	270784.682380221	50.5332	0.0187459455	0.3467355863
rna24921	1859	58368.3923673706	25.5897	0.0182867589	0.8150173471
rna24924	1860	6358.3640734686	12.9091	0.0352747495	3.7762741678
rna24936	1862	3686844.65269137	136412	0.0128753442	68.8933676157
rna24950	1863	7716.5168229607	3.80151	0.0409093953	0.9177992211
rna24968	1864	341143.680041491	82.5687	0.0197445985	0.4511531821
rna24975	1865	850006.218075104	173.2	0.0202235548	0.3800183965
rna24976	1866	951195.81839118	137054	0.0157143993	268.8644746489
rna24982	1867	20105.72198604	35.2202	0.0349930892	3.2705173903
rna24984	1868	3306.6857228357	13.1294	0.0130906937	7.4170094335
rna24988	1869	34192.3042137558	17.8279	0.0306964292	0.974498381
rna24992	1871	61583.0893482222	31.3008	0.0108587097	0.9509720513
rna24995	1872	1060.2882984144	10.9876	0.0291476631	19.3992400282
rna25036	1873	120027.731226053	103841	0.0245577381	1620.4104752568
rna25042	1874	49236.2980851216	81.1078	0.0337617187	3.0870724062
rna25048	1877	29604.3831212596	203994	0.0644056123	12933.7853935903
rna25049	1878	5388592.49438703	1103.13	0.0087075947	0.3844562643
rna25056	1879	13312.3932447576	1.76885	0.041512104	0.2496672904
rna25066	1881	5062.2158909498	6.77165	0.0353703125	2.5161853869
rna25067	1883	65101.7374678136	23.9074	0.0311735687	0.6914966628
rna25072	1884	33239.0023254834	10.1842	0.0096725223	0.5772445458
rna25102	1885	534315.882794903	990338	0.0110492508	3493.7893297036
rna25105	1886	4822.0528801388	9.26244	0.0091997039	3.6227229925
rna25106	1887	13049.4588255313	9.38871	0.0239346304	1.3576421832
rna25107	1888	109268.717226799	129051	0.0619825733	2229.8082578775
rna25108	1890	88957.3337338012	247.3	0.0207461792	5.254170515
rna25109	1891	390901.227688507	894918	0.0249060696	4329.2008776921
rna25173	1894	242967.040560776	81.5579	0.0166050054	0.6357679718
rna25174	1895	10583.5550819122	7.77158	0.0219124442	1.391512019
rna25176	1896	374883.875034351	99.5496	0.0340674757	0.5034786881
rna25183	1897	17140.8196484943	10.5455	0.0123471554	1.1670861668
rna25184	1898	5081.6623978258	8.60091	0.0334925245	3.2124383523
rna25186	1899	71279.5832883368	48.9905	0.0303955941	1.3051838298
rna25191	1900	2668301.08352155	2057.87	0.0097698611	1.4653342624
rna25198	1901	21603.5364620738	25.7611	0.0281566948	2.2668441894
rna25208	1902	214273.132644102	274.04	0.0221487417	2.4325218639
rna25214	1903	31041.0233266477	91.8601	0.0751322173	5.6315724021
rna25225	1906	256339.581525478	122634	0.0167294219	911.838907628
rna25230	1907	545418.459457577	15.3797	0.021753588	0.053773552
rna25234	1909	101366.356463454	27.2516	0.0215263494	0.5132206209
rna25275	1913	3108443.38846607	282688	0.0185112416	173.9720099155
rna25276	1914	31069.0168544606	20.92	0.0487279739	1.2887720325
rna25278	1915	324275.866396955	47.9067	0.0140823415	0.2829113727
rna25287	1916	6937253.37325959	5496.51	0.0113919812	1.5180810896
rna25299	1919	50185.7466727538	26867	0.0179871953	1027.3389641125
rna25300	1920	365463.817661565	6.67097	0.0162612199	0.035046595
rna25313	1921	274395.889030997	19.5318	0.0434260989	0.1367388846
rna25326	1922	3855.0503233551	12.4588	0.0842668555	6.2115437132
rna25331	1923	10015.034371925	42.1261	0.0249447986	8.0886881953
rna25349	1925	139360.71523944	153311	0.0318449823	2117.6963285022
rna25350	1926	49977.4273154914	12472	0.0199059105	480.6384259911
rna25361	1927	24228.9647753542	22064	0.0305679136	1754.8140580587
rna25384	1928	2808.2457386368	9.26785	0.0673352524	6.3628387481
rna25385	1929	2259.9149605408	27.9992	0.0682145686	23.8993314983
rna25388	1930	13504.4231527598	31.3199	0.0672205375	4.4761191438
rna25393	1932	197408.750310427	64.0207	0.0291834735	0.6265578005
rna25463	1936	178458.749009286	309542	0.0730201477	3358.0494950618
rna25465	1937	12448.8244838151	20.7823	0.020363983	3.2336639618
rna25467	1938	66191.2056623406	29.5166	0.0173437305	0.8642110417
rna25512	1943	1473250.81981191	139337	0.0118418843	183.7649009654
rna25517	1944	2358410.94346399	1772.7	0.0158976583	1.4612079415
rna25533	1945	6509.7531819685	13.2956	0.0229696702	3.9724919328
rna25554	1947	169703.820292271	133852	0.0265271915	1535.6745861771
rna25563	1948	3768.3173490171	38.7077	0.0420924532	20.0096203733
rna25566	1949	212452.833276606	72.4084	0.0238258243	0.6642602474
rna25575	1950	344042.261566762	47.9357	0.0207079121	0.2716951533
rna25591	1951	2020199.81532684	471301	0.0435986418	455.1570810095
rna25602	1952	15831.2093172566	43.4901	0.0277059534	5.3623619964
rna25604	1953	13792.8793899796	14.1906	0.0695166787	2.0093151703
rna25605	1954	169390.974060315	33.5283	0.0063276048	0.3867638082
rna25606	1955	8775.8206876003	23.1509	0.059246738	5.1573534956
rna25631	1956	18318.9543518891	278.8	0.0816202455	29.768773344
rna25633	1957	87833.4665290203	22.3763	0.0229783233	0.4985618903
rna25636	1958	1376.6650288617	40.1075	0.0586455373	57.0440037
rna25640	1959	36599.018927252	21.6401	0.0250603531	1.1583085324
rna25641	1960	11805.2617816807	129663	0.1194064103	21527.6445961047
rna25643	1961	8759.2145324525	5.52946	0.0346771236	1.2379273301
rna25657	1964	65129.0534354276	471895	0.045636311	14230.2356799778
rna25663	1965	412472.389073375	82.6785	0.007518853	0.3938766735
rna25668	1966	38833.0618318164	143.23	0.0744473758	7.2512999675
rna25683	1967	9596.1614629549	9.44379	0.0214988698	1.9357672338
rna25685	1968	18830.3466795792	45.6839	0.0248959196	4.7745225688
rna25719	1971	34376.1889221521	13.8351	0.0173697985	0.7932520432
rna25723	1972	12782.6579849503	8.59095	0.0224169652	1.325338863
rna25731	1974	339296.740522165	118273	0.0184684262	688.1024015754
rna25750	1976	61408.0786995637	6.01778	0.0223941131	0.1936411875
rna25757	1978	6692.4513354544	11.6346	0.0178320144	3.438686013
rna25764	1979	618140.187363705	132.51	0.030010167	0.4242359506
rna25769	1980	29312.3587219732	26.0577	0.0162703411	1.7601533363
rna25776	1981	70983.4814077922	33.6373	0.0255491903	0.9387464517
rna25778	1982	6341.2814979836	7.91832	0.0599685111	2.4749114584
rna25779	1983	70873.6832932147	30.5279	0.0228866545	0.8541509752
rna25782	1984	134677.154554624	12.3444	0.0555142462	0.1818518492
rna25801	1986	4557.9880390668	409685	0.0392921946	178507.359612683
rna25811	1987	7175.3640040166	91.9341	0.0403581409	25.4583679097
rna25823	1990	803176.937505184	264969	0.0202682581	656.5033000547
rna25830	1991	16259.2813463154	17.2136	0.0479266288	2.1078593125
rna25844	1992	450731.751979131	8.54695	0.01748034	0.0377730753
rna25845	1993	47046.1208979564	13.5686	0.0368639457	0.5748023277
rna25853	1994	3187.2873275179	14.2119	0.0438409289	8.8911119984
rna25859	1996	36823.6821731951	28.9025	0.024432983	1.5666382772
rna25864	1997	151639.440155673	184398	0.0355776967	2428.4104822727
rna25867	1999	6965439.05684276	277365	0.0158893071	79.600529195
rna25905	2001	255413.247749464	67.2602	0.0122264828	0.5269407965
rna25907	2003	273550.17336466	5.97682	0.0174722204	0.04376371
rna25913	2004	17221.0715914799	54741	0.2087604006	6370.1589890768
rna25924	2006	67311.0809142027	27.2324	0.0328177776	0.8115780293
rna25926	2008	314192.74859447	59.1574	0.012468732	0.3780738408
rna25949	2010	1692.9979312767	108327	0.0405042585	128610.476113105
rna25962	2011	3546.7782804086	6.84366	0.0373216272	3.8803102906
rna25964	2013	714012.664029713	42.6457	0.0101160854	0.1202300721
rna25966	2014	7847.3702206621	6.97469	0.0297530629	1.790029687
rna25969	2015	314460.096975081	153044	0.0591829456	980.6766040158
rna25973	2017	69550.5451178352	74.5991	0.0369553087	2.1634105735
rna26006	2019	194061.792217594	46.7455	0.027238262	0.4863356327
rna26019	2020	39137.5731982451	41.7476	0.0407536961	2.1547108088
rna26036	2022	9312.8028336461	86.6297	0.0606644472	18.8090799869
rna26039	2024	5311.7018715495	74.7989	0.0309123191	28.5017829052
rna26047	2026	170170.671711975	82.9304	0.0145075509	0.9873439924
rna26054	2027	15453.499928956	92.1053	0.0449034121	12.0812401047
rna26072	2028	593230.004337547	318824	0.0250394067	1089.9230775119
rna26109	2030	78182.500457588	101469	0.016471676	2634.6313918642
rna26124	2031	3659.0760396023	8.24794	0.0522853244	4.578086369
rna26143	2032	22830.7368841477	16.8185	0.0323380788	1.4968939537
rna26147	2033	25683.8704825247	46.4378	0.0238413249	3.675771822
rna26151	2034	21004.5440951909	26.3496	0.019024282	2.5515948433
rna26154	2035	10291562.0519785	3534.27	0.0132297136	0.6988481839
rna26156	2036	3616.0873125177	11.0189	0.0364695946	6.2040759697
rna26157	2037	20491.4885595717	34.2267	0.0310802177	3.4023779042
rna26158	2038	43988.4228052401	164292	0.0243004125	7611.7095055319
rna26161	2039	1134194.64505923	140516	0.0091819484	252.6128343562
rna26171	2041	35341.7117799819	80.6414	0.026425867	4.6570776884
rna26174	2042	414679.894407464	116331	0.0122922984	572.8464418065
rna26175	2043	41008.3901422535	11921	0.0193531277	593.8931744337
rna26182	2044	40518.6896072138	9.34326	0.0197971922	0.4713287529
rna26191	2046	715650.108363057	133867	0.0484911917	382.717586149
rna26195	2047	3194.3774197879	13407	0.0501593977	8591.3858612932
rna26196	2048	39844.861829926	463907	0.0201336802	23844.5182732803
rna26197	2049	3909.2275602987	3.80628	0.0146457089	1.9950406058
rna26203	2051	12108.370111128	68.4784	0.0221825647	11.5993479809
rna26205	2052	261471.362890255	59.3187	0.0246619593	0.4655269742
rna26213	2053	8766.6599157414	21.5851	0.0590666807	5.0548567785
rna26218	2054	65381.0745433866	42.7513	0.0646397005	1.3430671003
rna26224	2055	92346.3319884125	176647	0.0165110402	3930.9583519305
rna26251	2056	432955.122170598	279145	0.0319814246	1325.5926321478
rna26260	2057	4446.2570729298	8.43416	0.0344532979	3.9019487257
rna26262	2058	214387.829238231	83.2289	0.0361645243	0.798949627
rna26271	2059	58647.8346744643	251373	0.0258221771	8825.168224418
rna26272	2060	42787.1518488146	41.5513	0.0944395737	2.0004995495
rna26273	2061	85066.6894899955	68.4742	0.0344180632	1.6589963362
rna26276	2062	542051.265625689	56006	0.0148534851	213.0506454342
rna26284	2063	50478.252497009	31469	0.0117681289	1286.1092408824
rna26285	2064	5467081.97930673	268257	0.0181012009	101.2756805359
rna26322	2066	7162.4806972285	20.6346	0.0135963393	5.9519997892
rna26325	2067	64315.194471767	260.43	0.0366154887	8.3698543466
rna26327	2068	12453.820003393	14.1257	0.035438866	2.3456214713
rna26328	2069	15525.0780435554	16.1774	0.0330619661	2.1559338063
rna26336	2071	23561.1523529306	12145	0.0279642904	1067.5324628964
rna26353	2074	292031.746345877	61.0862	0.0128280922	0.4338322131
rna26371	2075	129525.7028738	10.7029	0.0155914868	0.1714603126
rna26376	2076	64664.3329297733	71.9045	0.0196076108	2.3084401437
rna26389	2078	40802.4717853998	55.1805	0.028731851	2.8102483497
rna26396	2079	388224.82781885	17.3454	0.0147062322	0.0928871211
rna26405	2080	2521160.11073473	192592	0.0120318302	158.8916778012
rna26411	2081	15642.9674329227	10723	0.0230264473	1426.4916868034
rna26413	2082	12818.0901502717	11.1462	0.0218566318	1.810440411
rna26461	2085	6187.211914142	31.7633	0.0292596891	10.703767936
rna26472	2086	1559625.09413019	191292	0.0312027902	255.8532262028
rna26473	2087	192265.985226827	17.2222	0.0226828336	0.1869427468
rna26474	2088	8640.5740848739	6.81396	0.0473638717	1.6465975918
rna26485	2089	50284.7668071076	113097	0.0684366584	4698.4335018653
rna26501	2090	228197.14502788	156.89	0.051471017	1.4369158736
rna26502	2091	7184.3340845994	285531	0.0955030477	83103.7802487283
rna26506	2092	41795.0622141327	16.5748	0.0123021791	0.829631056
rna26507	2093	4197.3268889936	12.9105	0.0209216147	6.437829889
rna26522	2094	821046.120963628	8.34789	0.0125822023	0.0212904991
rna26528	2095	1259056.71534903	69.0057	0.0188524792	0.1148216278
rna26531	2096	864785.608838127	2929.07	0.0215572285	7.0992517189
rna26532	2097	21678.7053502105	355547	0.0609792275	34392.3701602762
rna26537	2098	22570.2884483602	9.18759	0.0186005349	0.8540238138
rna26539	2099	1652.7665627566	5.37941	0.0438513659	6.8318066474
rna26545	2100	409704.59889011	173411	0.0421296688	888.8430859368
rna26554	2102	370187.241225422	7.67298	0.0365082652	0.0435687732
rna26560	2103	117149.025578224	29782	0.0132154834	534.6313867389
rna26568	2104	82452.2718402357	76.7516	0.0136178053	1.9585314364
rna26573	2105	6601.2372745781	6.64009	0.0308665599	2.1173893421
rna26578	2106	89592.5108183878	16.9305	0.0115464109	0.3979755972
rna26581	2107	183301.743352797	91.9361	0.0572468061	1.0567786163
rna26583	2108	110383.68648245	34.7032	0.0199006476	0.6627278716
rna26587	2109	1554058.071702	132606	0.0098902167	179.9585608109
rna26607	2110	992269.98306129	84.4409	0.0194632475	0.1795582876
rna26629	2112	45755.4374099521	106004	0.0176720319	4892.9801718234
rna26640	2113	818.8958082058	9.83236	0.0219032499	25.3704762826
rna26645	2114	1728507.79087145	157857	0.0215584841	193.0623048171
rna26648	2115	219021.971629085	37.5654	0.0160469661	0.3627527431
rna26651	2116	11856.3187914443	5.95602	0.0199860722	1.0629722886
rna26674	2117	99512.1460124635	20.6568	0.0141248754	0.4394483222
rna26678	2118	24865.0094822143	2.37758	0.0194368587	0.2025221202
rna26708	2119	6567.3213354095	4.68155	0.0256562128	1.5105404385
rna26713	2120	26877.4951934265	33.4149	0.0454215254	2.6356469414
rna26739	2122	156682.750837939	144182	0.040769757	1952.6987008063
rna26742	2124	12805.1363593619	61.9844	0.0396962596	10.2814106703
rna26759	2125	456899.249419836	41.7593	0.0139341446	0.1942189938
rna26763	2126	23145.7818924702	23.5893	0.0390063218	2.1667382866
rna26767	2127	12397.787324908	76621	0.0355594799	13145.3188160904
rna26785	2128	94110.1968983347	23.8427	0.0241859697	0.5391261231
rna26801	2129	182262.51826773	83.3287	0.0397446416	0.9733586696
rna26806	2132	36896.643284168	8.77107	0.0179954427	0.5068190376
rna26809	2133	2724.7221853113	6.74185	0.0147797317	5.2777366175
rna26814	2134	3163.7173289834	3.70913	0.0382263435	2.5018933732
rna26820	2135	75748.2417592305	88.4989	0.0440519169	2.4943833297
rna26868	2137	3411.2118709863	18.7078	0.0427730099	11.7197553573
rna26874	2138	11987.8099271876	6.53744	0.0088755008	1.1659382994
rna26884	2139	98500.9381823342	69.3492	0.0212687886	1.5059545781
rna26888	2140	32650.498557195	18.3318	0.0161445077	1.2015146394
rna26890	2141	876945.400335022	143.33	0.0130045909	0.3499300297
rna26913	2144	372.4775921581	6.71531	0.0126018766	38.6536665376
rna26914	2145	203896.825816287	45.2316	0.0258431492	0.4758376282
rna26918	2146	2685277.25998207	113727	0.0181226015	90.8875018744
rna26920	2147	763601.893609561	273159	0.0190470134	768.0342046138
rna26926	2148	168167.754701063	98.2761	0.0189428717	1.2552766919
rna26942	2150	207036.443645094	68.9983	0.0328291374	0.7165228613
rna26952	2153	10857.5749545281	3.33915	0.0244138276	0.6621358803
rna26977	2155	2221.5739816002	2.40754	0.0831681163	2.3353931685
rna26994	2157	11886.507380353	33.5567	0.0470654375	6.0894087375
rna26996	2158	30162.9154073343	773561	0.0260658638	55344.2734383059
rna27011	2160	17596.3444854641	21.0138	0.0326598602	2.5795021254
rna27019	2161	26420.2964611332	93.5047	0.0496283596	7.6480465311
rna27023	2162	2457.5882322718	7.51271	0.0265489746	6.6091132789
rna27034	2163	56027.0181768166	22.7532	0.0605513568	0.8784185417
rna27040	2164	35753.7975109385	37879	0.0215481701	2292.6279642022
rna27043	2165	117373.36360853	498621	0.0354214386	9197.2695662063
rna27044	2166	75685.0899014664	30.2748	0.0392063986	0.8664218657
rna27053	2168	121715.167011034	65.0006	0.0174801188	1.1577957313
rna27059	2169	7591.7875946232	44.8416	0.1791692213	12.8114003702
rna27063	2170	88230.2553545736	134353	0.0857294257	3304.3768130145
rna27064	2171	3292.6837340244	32.2854	0.0198554753	21.2870743326
rna27065	2172	132132.668202342	219.82	0.0182348132	3.6134064838
rna27066	2173	27093.3739674277	48.8126	0.0366349271	3.9149712372
rna27070	2174	63178.2944283555	13.4428	0.021853858	0.4625741715
rna27075	2175	1162.1363914005	7.71517	0.0190799876	14.4393505566
rna27091	2176	23414.0166968612	13.0687	0.0311479297	1.2145498813
rna27122	2179	7742.6891423722	205168	0.0208728802	57739.7676413789
rna27123	2180	3503.2283006957	29.0341	0.0219678969	18.0674316851
rna27139	2182	151133.920894324	54.6274	0.0169151279	0.7886845395
rna27143	2183	2166.120156755	29.2898	0.0475270148	29.5180455251
rna27145	2184	7175.6434657884	9.34904	0.0278510076	2.8455013766
rna27149	2185	22787.1828708399	20.7751	0.0292683058	1.9920669333
rna27155	2186	182675.430270388	33.0891	0.018497471	0.395963335
rna27188	2189	132876.743504196	30.5413	0.0208119375	0.5031347393
rna27196	2190	224469.996005916	59.0987	0.0187698596	0.5765855362
rna27220	2191	409677.441078213	113599	0.0238566416	607.5399425093
rna27256	2192	273192.447589165	22.9315	0.0240922122	0.1839942811
rna27259	2193	11280.9988220094	8.07715	0.0469634168	1.5701792217
